Subject,Release,Acquisition,GMV,WBV,ICV,,,,Gender,GenderTag,Age,AgeTag,over 36,FFI data,Tau reject,SD reject,age_tau_sd reject,NEOFAC_N,NEOFAC_E,NEOFAC_O,NEOFAC_A,NEOFAC_C,NEO-FFI_Compl,NEORAW_01,NEORAW_02,NEORAW_03,NEORAW_04,NEORAW_05,NEORAW_06,NEORAW_07,NEORAW_08,NEORAW_09,NEORAW_10,NEORAW_11,NEORAW_12,NEORAW_13,NEORAW_14,NEORAW_15,NEORAW_16,NEORAW_17,NEORAW_18,NEORAW_19,NEORAW_20,NEORAW_21,NEORAW_22,NEORAW_23,NEORAW_24,NEORAW_25,NEORAW_26,NEORAW_27,NEORAW_28,NEORAW_29,NEORAW_30,NEORAW_31,NEORAW_32,NEORAW_33,NEORAW_34,NEORAW_35,NEORAW_36,NEORAW_37,NEORAW_38,NEORAW_39,NEORAW_40,NEORAW_41,NEORAW_42,NEORAW_43,NEORAW_44,NEORAW_45,NEORAW_46,NEORAW_47,NEORAW_48,NEORAW_49,NEORAW_50,NEORAW_51,NEORAW_52,NEORAW_53,NEORAW_54,NEORAW_55,NEORAW_56,NEORAW_57,NEORAW_58,NEORAW_59,NEORAW_60
168240,S900,Q08,0.766670264,1.284663091,1.478626071,,,,M,1,26-30,2,0,0,1,0,1,23,19,19,13,37,TRUE,SA,N,N,D,N,N,SA,SA,A,A,SA,SA,D,SD,N,D,D,N,SD,N,A,SA,SA,A,N,SA,SA,D,SA,D,A,SA,N,D,SA,SA,D,SD,D,SA,SD,SA,SD,SA,SD,N,D,D,N,SA,SD,N,D,SA,D,SD,SA,A,SD,SA
168341,S500,Q05,0.704708233,1.161379239,1.34011415,,,,M,1,31-35,3,0,0,0,0,0,11,30,33,30,36,TRUE,N,N,D,SA,D,SD,D,SA,SD,A,D,D,A,SD,D,A,SA,D,SA,SA,D,A,A,A,N,D,SA,A,A,D,A,A,SD,SA,SA,D,N,D,A,SA,D,D,A,A,D,A,A,D,SA,A,SD,A,SA,N,D,D,D,A,SD,A
168745,S900,Q11,0.717861052,1.146165196,1.295628261,,,,F,2,22-25,1,0,0,0,0,0,27,26,33,23,37,TRUE,D,N,A,A,A,N,D,A,D,A,A,D,SA,D,D,D,A,D,N,A,D,A,SD,A,A,D,D,A,A,D,D,D,D,N,A,A,D,N,A,A,N,A,A,N,D,D,SA,SD,A,A,D,A,A,SA,SD,N,A,N,N,A
168947,S1200,Q12,0.602201616,0.944094648,1.07661787,,,,F,2,26-30,2,0,0,0,0,0,13,35,35,33,34,TRUE,N,N,D,A,N,D,A,N,SD,A,D,D,A,SD,N,A,A,SD,A,A,D,A,D,D,A,D,D,D,N,D,N,A,D,A,A,D,A,SD,D,A,D,D,A,A,D,A,A,D,A,A,SD,A,A,D,D,D,D,A,D,A
169040,S900,Q08,0.729710328,1.210941783,1.373529505,,,,M,1,22-25,1,0,0,0,0,0,19,31,32,30,27,TRUE,D,A,N,SA,A,N,SA,SA,D,N,D,D,A,D,N,N,A,SD,A,A,D,A,N,A,N,N,N,A,A,N,N,N,D,A,N,D,A,SD,N,A,D,D,N,N,A,N,D,D,A,N,D,N,A,D,N,D,N,A,N,A
169141,Q3,Q03,0.805443868,1.249674229,1.389488197,,,,M,1,22-25,1,0,0,0,0,0,20,22,30,31,32,TRUE,A,D,A,A,A,A,A,A,D,A,A,D,A,N,N,A,N,D,A,A,D,D,A,D,A,A,N,A,D,D,A,N,D,N,A,D,N,SD,D,N,N,A,D,A,N,N,D,SD,A,A,D,N,A,D,D,D,N,A,N,N
169343,Q2,Q02,0.689225691,1.1925259,1.344765106,,,,F,2,31-35,3,0,0,0,0,0,26,24,20,32,35,TRUE,N,D,A,A,SA,D,A,SA,D,SA,A,D,D,A,N,A,A,N,SA,A,D,D,D,D,D,A,SA,A,A,N,A,A,A,SA,A,SA,A,A,D,A,D,N,A,D,D,D,A,A,A,SA,A,D,N,A,D,A,A,N,A,A
169444,S500,Q06,0.672350323,1.092570664,1.239651325,,,,F,2,26-30,2,0,0,0,0,0,20,40,19,38,31,TRUE,SD,A,SA,SA,A,D,A,A,D,D,A,D,A,SD,A,A,A,N,SA,A,A,SA,SA,D,A,D,D,A,D,A,D,A,D,A,SA,D,A,SA,SD,A,D,SD,SD,D,D,SA,A,D,SA,SA,D,SA,A,D,A,D,SD,D,SD,SA
169545,S1200,Q13,0.992689103,1.606455366,1.788205627,,,,M,1,22-25,1,0,0,0,0,0,12,36,26,26,35,TRUE,D,A,A,SA,A,SD,A,SA,A,A,D,D,D,SD,D,SD,A,SD,N,A,D,A,A,A,SA,SD,N,D,N,A,SA,A,D,A,A,SD,SA,SD,D,A,D,D,SD,A,D,SA,A,SD,A,SA,D,A,SA,A,N,D,D,A,D,A
169747,S900,Q10,0.711842056,1.187490285,1.347005854,,,,F,2,26-30,2,0,0,0,0,0,13,31,32,44,22,TRUE,A,N,D,SA,A,N,A,N,SD,D,A,SD,N,SD,A,A,A,SD,SA,A,D,A,D,D,D,SD,D,D,SD,A,A,N,SD,SA,N,SD,A,N,SD,A,N,D,D,D,A,A,D,SD,SA,D,D,D,A,SD,N,SD,D,A,N,A
169949,S900,Q11,0.744528097,1.215745529,1.403578998,,,,M,1,26-30,2,0,0,0,0,0,1,31,26,31,39,TRUE,A,D,N,A,A,SD,A,SA,SD,SA,SD,D,A,D,N,SA,A,SD,N,A,SD,SA,A,A,A,SD,A,A,D,D,SA,D,A,SA,SA,SD,A,SD,D,A,SD,D,D,A,SD,SA,A,N,A,SA,SD,A,A,D,D,SD,D,N,D,A
170631,S900,Q04,0.725373969,1.231980317,1.343891903,,,,F,2,31-35,3,0,0,0,0,0,7,44,24,38,41,TRUE,N,A,A,SA,A,D,SA,SA,A,A,D,N,N,D,N,SA,SA,D,SA,A,SD,SA,A,D,A,SD,SD,SA,D,SD,SA,SA,N,SA,SA,D,SA,A,SD,SA,D,SD,D,A,SD,SA,SA,D,SA,SA,SD,SA,A,SD,D,D,D,A,A,SA
170934,S500,Q06,0.838431417,1.357439782,1.511239473,,,,F,2,26-30,2,0,0,0,0,0,28,35,33,32,38,TRUE,D,A,D,SA,SA,A,N,A,D,A,SA,SD,SA,SD,A,D,A,SD,D,SA,A,A,SD,SD,N,A,D,A,SA,N,D,SD,N,A,SA,N,N,A,SD,SA,D,SD,A,A,N,A,SA,A,SA,SA,D,SA,SA,SD,SD,D,D,A,SD,SA
171128,S1200,Q13,0.584986175,0.967552842,1.099632054,,,,F,2,36+,4,1,0,0,0,1,32,29,23,28,32,TRUE,SD,N,A,SA,SA,N,A,A,A,N,A,A,A,D,N,D,N,N,A,N,N,A,A,N,N,A,N,A,N,D,D,N,D,A,A,A,A,N,D,A,A,N,D,A,D,D,A,N,A,A,D,A,A,A,N,N,D,D,N,A
171330,S900,Q09,0.745449966,1.23563953,1.399023937,,,,M,1,26-30,2,0,0,0,0,0,16,31,41,27,29,TRUE,N,N,SD,SA,D,SD,SA,A,SD,N,D,SD,SA,A,N,D,SA,SD,SA,SA,N,A,SD,A,A,SD,A,A,SA,A,D,A,SD,A,A,SD,A,N,D,A,D,D,A,A,N,D,SD,SD,SA,A,D,A,SA,A,N,SD,A,SA,D,A
171431,S500,Q06,0.702483826,1.122307736,1.284532986,,,,F,2,26-30,2,0,0,0,0,0,15,30,28,37,37,TRUE,N,D,D,A,A,D,A,A,SD,A,A,D,N,SD,D,A,A,D,A,A,D,D,D,D,A,D,D,D,A,SD,A,A,D,SA,A,D,A,A,SD,SA,D,D,A,D,SD,N,D,D,A,N,SD,A,A,D,D,D,D,N,N,N
171532,S900,Q08,0.621598419,0.984135155,1.135925356,,,,F,2,31-35,3,0,0,0,0,0,22,28,29,25,40,TRUE,D,SA,A,A,SA,D,A,A,D,A,A,A,A,N,D,N,N,D,A,A,A,SA,D,A,A,D,SD,A,A,SD,N,SD,D,A,A,D,D,A,D,SA,D,A,N,SA,D,D,SA,D,A,SA,D,A,SA,SA,D,D,A,N,A,A
171633,S500,Q05,0.711300824,1.131310761,1.264118711,,,,M,1,26-30,2,0,0,0,0,0,16,34,26,32,40,TRUE,A,D,A,SA,A,N,SA,SA,D,A,SD,N,A,SD,D,N,SA,D,A,A,SD,A,SA,A,A,A,D,N,A,SD,N,A,A,SA,A,N,A,D,SD,SA,D,D,A,D,SD,N,N,D,SA,SA,D,SA,SA,A,D,SD,N,A,SD,A
171734,S1200,Q13,0.750467215,1.152250944,1.258566668,,,,F,2,26-30,2,0,0,0,0,0,11,33,20,35,36,TRUE,A,A,N,A,A,N,SA,A,SD,A,D,N,N,D,D,SA,A,N,A,SA,SD,N,D,D,N,D,D,D,D,D,A,D,N,A,A,D,A,A,SD,A,SD,SD,N,D,D,SD,A,A,A,A,SD,N,N,D,D,SD,D,D,SD,A
172029,S500,Q06,0.880042388,1.401597363,1.627638413,,,,M,1,26-30,2,0,0,0,0,0,22,28,24,30,34,TRUE,N,A,A,SA,A,N,N,A,N,N,D,N,A,N,A,N,N,SD,A,A,N,A,A,N,A,N,A,A,A,N,D,N,A,A,SA,N,A,A,N,SA,A,D,N,A,D,A,A,D,SA,A,D,A,A,D,N,D,A,D,A,SA
172130,S500,Q05,0.743208073,1.183630113,1.313355934,,,,M,1,26-30,2,0,0,0,0,0,17,33,26,31,40,TRUE,D,N,D,SA,SA,N,A,SA,SD,SA,N,N,N,SD,N,A,SA,N,N,A,D,A,N,N,A,N,N,N,A,N,N,A,N,SA,SA,N,SA,A,D,SA,SD,N,N,N,SD,N,N,D,SA,SA,SD,SA,SA,A,N,SD,N,A,SD,SA
172332,Q1,Q02,0.584996567,0.97719151,1.0848981,,,,F,2,26-30,2,0,0,0,0,0,16,31,28,33,42,TRUE,D,N,SA,SA,D,D,SA,SA,SD,SA,A,N,A,SD,N,A,SA,SD,N,SA,SD,SA,D,D,SA,SD,A,SA,SA,SD,SA,D,D,A,SA,D,A,SA,SD,SA,D,SD,N,D,SD,SD,D,SD,SA,SA,SD,N,N,N,D,N,D,A,SD,SA
172433,S900,Q11,0.770617808,1.184548914,1.37034654,,,,M,1,22-25,1,0,0,0,0,0,21,32,30,37,33,TRUE,D,N,N,SA,A,N,A,N,SD,A,N,N,A,SD,N,A,SA,N,SA,A,D,N,A,D,A,A,N,SA,SA,D,N,N,N,SA,A,SD,A,N,D,A,D,N,N,D,N,D,SA,SD,SA,A,D,A,A,D,N,N,D,A,D,A
172534,S500,Q04,0.74944371,1.163683896,1.291109333,,,,F,2,22-25,1,0,0,0,0,0,16,27,37,21,34,TRUE,D,D,N,N,N,D,N,N,D,A,SD,N,A,N,N,A,N,SD,N,A,N,N,D,A,A,SD,D,D,A,D,D,N,SD,N,A,N,A,SD,N,A,D,D,A,A,D,D,N,SD,N,A,SD,A,A,A,D,SD,N,SA,N,A
172635,S1200,Q12,0.787068585,1.299019984,1.488301205,,,,M,1,31-35,3,0,0,0,0,0,26,33,35,27,30,TRUE,N,N,N,A,A,N,A,A,D,A,A,D,A,N,D,N,A,D,N,A,N,A,D,N,N,A,N,N,N,N,N,A,D,N,A,N,A,D,A,N,D,N,A,N,A,N,A,SD,A,N,N,SA,SA,N,D,A,N,SA,A,A
172938,S500,Q04,0.650885665,1.040674218,1.163714711,,,,F,2,31-35,3,0,0,0,0,0,18,31,21,26,36,TRUE,A,A,A,A,A,A,A,A,N,A,N,D,N,N,N,A,A,N,A,A,N,N,N,N,A,D,N,N,A,D,N,N,A,A,A,N,A,A,D,A,D,D,N,N,D,D,D,D,A,A,SD,A,N,N,D,SD,D,N,SD,SA
173132,S500,Q06,0.803957919,1.226787611,1.401124814,,,,M,1,31-35,3,0,0,0,0,0,8,39,30,31,30,TRUE,A,SA,A,A,D,SD,A,A,D,N,D,D,A,N,D,SA,SA,SD,N,A,D,A,N,D,N,SD,N,A,D,N,A,A,N,A,A,D,A,D,N,A,D,D,A,A,D,SA,SA,N,A,A,D,SA,A,D,N,D,D,A,A,A
173233,S900,Q07,0.783686573,1.269583508,1.483203774,,,,M,1,26-30,2,0,0,0,0,0,18,32,33,32,35,TRUE,D,N,SD,SA,SA,N,A,SA,N,SA,D,A,SA,D,D,A,SA,D,A,A,D,SA,A,D,D,D,A,A,N,D,D,A,D,A,A,D,A,N,D,A,D,D,SA,A,A,A,SA,SD,A,SA,D,A,N,D,D,N,A,A,N,A
173334,S500,Q04,0.856560163,1.370045507,1.584831935,,,,M,1,26-30,2,0,0,0,0,0,22,22,35,35,26,TRUE,D,D,D,SA,A,N,A,D,D,SD,A,D,A,D,D,A,A,D,SA,A,D,N,A,D,D,D,A,A,D,A,A,D,D,A,N,D,A,D,A,A,A,D,A,N,A,A,D,D,SA,A,N,D,A,D,D,A,SA,SA,N,A
173435,S500,Q05,0.774769301,1.188659191,1.366797721,,,,F,2,26-30,2,0,0,0,0,0,19,36,25,35,31,TRUE,D,N,D,N,D,N,SA,A,SD,D,A,SD,SA,N,D,A,SA,N,A,SA,D,A,A,D,A,SD,N,A,SD,A,A,SD,D,A,A,SD,A,SA,SD,A,D,D,D,A,A,D,SA,SD,SA,A,N,SA,A,SD,SD,N,D,SD,D,SA
173536,S500,Q06,0.701740483,1.151013075,1.254954377,,,,F,2,31-35,3,0,0,0,0,0,16,32,24,33,34,TRUE,D,A,D,SA,SA,N,N,A,D,A,D,D,D,D,N,A,SA,N,N,A,D,A,N,A,A,D,N,N,D,D,A,N,D,A,A,D,N,A,D,A,D,D,A,N,A,A,N,D,SA,A,N,A,N,D,D,D,D,D,N,A
173637,S900,Q09,0.762094579,1.218949825,1.316810348,,,,F,2,22-25,1,0,0,0,0,0,13,31,25,38,37,TRUE,N,N,A,SA,A,SD,A,A,SD,A,D,SD,A,SD,D,SD,A,D,N,A,D,D,D,SD,A,SD,A,D,N,SD,SD,N,D,A,SA,D,A,SA,SD,A,SD,D,N,D,A,SA,A,D,SA,A,SD,SA,A,SD,SD,SD,N,N,SD,A
173738,S900,Q11,0.67137393,1.106363175,1.358694491,,,,M,1,31-35,3,0,0,0,0,0,20,28,28,26,27,TRUE,A,D,A,A,D,D,N,A,N,SD,D,A,N,D,SD,D,SA,D,N,A,D,A,D,A,A,A,A,A,A,D,D,A,D,A,A,D,N,A,A,N,D,D,D,A,A,D,SA,D,A,A,D,A,SA,D,A,D,A,A,A,A
173839,S900,Q11,0.625634163,1.001083897,1.142929368,,,,F,2,22-25,1,0,0,0,0,0,16,32,32,38,37,TRUE,SA,N,A,SA,SA,A,N,A,D,SD,D,SD,SA,SD,N,N,A,SD,SA,SA,SD,D,SD,SD,A,D,A,A,D,A,SD,A,SD,SA,SA,D,SA,SA,D,SA,D,SD,A,A,D,D,N,D,SA,SA,SD,SA,SA,SD,SD,SD,N,D,SD,SA
173940,S500,Q05,0.692260708,1.094419971,1.254549243,,,,F,2,26-30,2,0,0,0,0,0,12,20,32,33,38,TRUE,SD,D,SD,A,A,D,D,A,D,N,D,D,SA,D,D,A,N,SD,A,A,SD,D,D,D,A,SD,N,D,D,D,A,SD,D,A,A,D,A,D,SD,SA,D,D,D,SA,SD,A,N,SD,SA,A,D,D,A,D,SD,SD,A,D,D,A
174437,S900,Q01,0.57586616,0.952622196,1.091054747,,,,F,2,31-35,3,0,0,0,0,0,20,27,26,31,33,TRUE,N,SD,A,SA,A,N,SA,SA,SD,A,N,A,A,D,N,N,A,D,N,SA,D,N,D,N,A,D,D,A,A,D,D,A,D,A,A,D,A,A,D,A,D,A,A,A,A,A,N,N,A,A,D,A,N,SD,N,A,N,N,D,A
174841,S900,Q09,0.755054234,1.197642794,1.37413273,,,,M,1,22-25,1,0,0,0,0,0,1,40,40,45,46,TRUE,A,A,SD,A,A,SD,SA,SA,SD,SA,SD,SD,A,SD,SD,SA,SA,SD,SA,SA,SD,A,D,SD,SA,SD,D,N,SD,D,SA,N,SD,SA,SA,SD,SA,SD,SD,SA,SD,SD,SA,SD,SD,SA,N,SD,SA,SA,SD,SA,SA,SD,SD,SD,D,SA,N,SA
175035,S500,Q05,0.678890896,1.115956945,1.266034218,,,,M,1,22-25,1,0,0,0,0,0,18,33,25,17,31,TRUE,SA,SA,SA,N,SA,N,N,SA,SD,SA,SD,N,N,SA,SA,SD,SA,N,N,N,D,SA,N,N,SA,D,N,SA,SA,SD,N,N,D,SA,SA,SA,SA,D,SA,N,N,N,N,SA,SA,N,SA,D,N,N,SD,A,N,SA,SD,SD,SA,N,D,D
175136,S1200,Q12,0.608191528,0.977011872,1.074483212,,,,F,2,22-25,1,0,0,0,0,0,12,34,24,29,39,TRUE,D,N,A,A,A,D,A,SA,SD,SA,D,N,N,D,A,A,A,D,N,SA,D,N,A,D,A,SD,D,A,A,SD,A,A,D,A,SA,D,A,A,A,A,D,D,N,A,D,A,A,N,SA,SA,SD,SA,A,D,D,D,D,A,D,A
175237,S900,Q10,0.653239163,1.075711656,1.201956401,,,,F,2,31-35,3,0,0,0,0,0,15,30,32,25,35,TRUE,A,A,D,SA,A,D,A,A,D,SA,D,N,A,A,N,D,A,D,D,A,D,A,D,A,A,N,D,A,N,N,A,N,D,A,A,D,N,D,D,A,D,D,A,A,D,A,D,N,A,A,D,A,A,A,D,D,N,N,N,A
175338,S900,Q10,0.796255514,1.247870425,1.405655594,,,,F,2,22-25,1,0,0,0,0,0,24,32,36,27,28,TRUE,D,A,SD,N,D,N,SA,A,A,N,D,A,A,A,D,N,A,SD,D,A,A,SA,D,D,A,A,A,A,SD,N,A,A,SD,A,A,D,A,SD,D,N,D,D,N,N,A,D,A,A,A,A,D,D,A,D,A,A,D,SA,D,SA
175439,Q2,Q02,0.590997981,0.962220424,1.081174626,,,,F,2,31-35,3,0,0,0,0,0,27,33,19,29,25,TRUE,D,A,A,N,N,SD,SA,A,D,N,A,D,N,D,A,D,A,N,A,A,A,A,A,N,N,A,D,N,A,A,D,D,A,A,A,N,A,A,D,N,N,D,N,N,A,A,N,N,A,A,N,N,N,D,N,N,D,N,D,A
175540,MEG2,Q03,0.724382982,1.239175781,1.442931923,,,,M,1,31-35,3,0,0,0,0,0,10,34,29,29,19,TRUE,A,A,N,A,D,D,SA,A,SD,D,D,SD,A,A,A,SA,N,D,A,A,D,SA,A,N,D,D,N,SA,D,A,A,N,D,SA,N,D,N,A,A,A,D,D,N,A,A,A,N,N,A,N,D,SA,SA,D,A,SD,N,A,D,N
175742,S900,Q08,0.642010368,1.066979555,1.202088182,,,,F,2,31-35,3,0,0,0,0,0,8,39,30,31,48,TRUE,D,N,SA,SA,SA,D,SA,A,SD,SA,SD,A,N,D,SD,A,SA,SD,D,SA,SD,SA,D,N,SA,SD,N,SA,A,SD,A,A,D,SA,SA,D,SA,N,D,SA,SD,SD,D,A,SD,A,SA,D,SA,SA,SD,SA,SA,D,SD,SD,D,A,D,SA
176037,S900,Q08,0.701406204,1.085045698,1.214456265,,,,F,2,26-30,2,0,0,0,0,0,21,30,35,32,33,TRUE,N,N,A,SA,A,N,A,N,D,A,A,D,SA,D,A,N,A,D,A,A,N,D,D,N,A,D,A,A,D,N,N,A,D,A,A,N,N,SD,SD,A,D,D,A,A,D,N,N,D,A,A,D,SA,SA,D,D,D,D,N,SD,A
176239,S900,Q07,0.731372866,1.23150397,1.435616452,,,,M,1,31-35,3,0,0,0,0,0,19,27,27,24,15,TRUE,N,D,D,N,N,N,A,A,N,SD,A,D,N,A,A,A,A,D,A,D,D,N,A,A,A,A,D,N,A,SA,N,D,D,A,N,D,N,A,D,N,SD,A,D,A,A,A,N,SD,N,N,SD,A,A,D,SA,A,D,A,N,D
176441,S900,Q11,0.711188599,1.12981579,1.293092309,,,,M,1,26-30,2,0,0,0,0,0,14,35,28,29,39,TRUE,SD,N,D,SA,N,SD,A,D,N,SA,D,SD,A,N,D,A,SA,D,N,SA,N,A,N,N,A,N,D,D,D,D,N,D,SD,A,SA,D,A,SA,D,A,SD,D,D,A,SD,SA,A,SD,SA,A,D,N,A,A,D,SD,SD,D,N,A
176542,Q3,Q03,0.654070714,1.052752847,1.174427872,,,,F,2,26-30,2,0,0,1,0,1,17,20,19,22,28,TRUE,A,N,A,A,A,N,N,A,N,A,D,N,N,N,N,D,N,A,N,A,D,N,N,A,N,N,A,N,A,N,A,N,N,N,N,N,D,N,N,N,D,A,N,A,N,A,D,A,N,N,D,A,N,N,D,D,A,D,N,N
176744,S900,Q08,0.813193723,1.36002797,1.546087198,,,,M,1,31-35,3,0,0,0,0,0,10,34,23,33,41,TRUE,SA,N,A,SA,A,D,A,SA,D,SA,N,N,A,SD,N,SA,A,N,N,A,D,A,SA,D,SA,D,A,A,A,D,A,A,N,A,SA,D,SA,N,SD,SA,D,D,N,N,D,SA,A,D,SA,SA,SD,SA,A,D,D,N,D,N,SD,SA
176845,S1200,Q11,0.745495076,1.23916403,1.42711894,,,,F,2,26-30,2,0,0,0,0,0,8,36,28,43,29,TRUE,A,N,A,SA,N,D,A,A,SD,D,D,D,SA,SD,N,SA,SA,N,SA,A,SD,N,A,SD,A,SD,N,A,D,N,SD,A,SD,SA,A,SD,SA,N,SD,SA,SD,SD,N,SD,D,SA,N,D,SA,N,SD,A,A,SD,A,D,SD,N,SD,A
177140,S1200,Q13,0.704078259,1.107963309,1.244967194,,,,F,2,31-35,3,0,0,0,0,0,16,26,32,36,35,TRUE,D,D,N,SA,A,N,A,A,SD,A,D,A,A,D,SD,A,N,D,A,A,D,N,A,D,N,D,N,A,D,D,D,D,SD,A,A,D,A,SD,SD,A,D,D,N,N,A,A,A,D,SA,A,SD,A,A,N,SD,D,N,A,D,A
177241,S900,Q08,0.785795149,1.276618031,1.452328082,,,,M,1,26-30,2,0,0,0,0,0,9,35,30,36,38,TRUE,A,A,A,SA,A,SD,A,A,D,N,D,N,SA,D,D,SA,A,D,A,A,D,A,D,D,A,D,D,N,D,SD,A,A,D,A,A,D,A,A,SD,A,D,D,A,D,SD,SA,A,D,A,A,D,A,A,D,D,D,D,A,D,SA
177342,S900,Q09,0.700876061,1.169485987,1.313485576,,,,M,1,22-25,1,0,0,0,0,0,26,32,29,24,28,TRUE,D,A,D,SA,D,D,SA,A,A,A,N,A,A,A,N,D,SA,D,N,A,N,A,N,A,A,A,A,A,A,N,N,A,N,A,A,N,SA,N,A,N,N,N,N,A,A,N,A,A,A,A,D,A,SA,D,N,A,A,A,A,A
177645,S500,Q05,0.713734347,1.222889499,1.361148188,,,,F,2,26-30,2,0,0,0,0,0,12,30,27,31,39,TRUE,D,D,N,SA,A,D,A,SA,SD,SA,D,D,A,SD,D,A,N,D,N,SD,N,N,A,N,A,SD,N,N,A,SD,A,N,D,A,SA,N,A,D,N,A,SD,SD,D,A,SD,A,N,SD,SA,SA,SD,A,A,D,SD,SD,D,N,D,A
177746,Q2,Q02,0.674929067,1.063056624,1.188990172,,,,F,2,26-30,2,0,0,0,0,0,10,32,25,34,40,TRUE,N,A,D,SA,SA,D,A,A,SD,SA,D,N,D,D,N,A,A,D,A,SA,D,N,A,D,A,D,N,A,D,D,A,N,D,A,SA,SD,A,A,D,A,D,D,D,A,D,A,A,D,A,A,SD,A,A,D,D,SD,D,N,D,SA
178142,S500,Q05,0.726348193,1.209539456,1.403808445,,,,F,2,26-30,2,0,0,0,0,0,23,27,32,32,34,TRUE,D,N,D,A,A,A,A,N,D,A,D,D,A,D,D,N,A,SD,SA,A,D,N,A,N,N,D,N,A,N,D,D,D,SD,A,A,N,N,SD,D,A,N,D,N,D,D,D,D,A,SA,A,D,A,A,A,D,D,N,N,D,N
178243,S900,Q10,0.737421557,1.211023781,1.355741076,,,,M,1,22-25,1,0,0,0,0,0,25,25,24,27,33,TRUE,A,N,N,N,N,D,D,A,N,SA,N,SD,A,SD,D,N,A,A,A,A,N,N,A,N,A,D,SA,A,SA,N,D,A,A,SA,A,N,A,N,D,A,N,N,D,D,N,SD,D,D,N,A,A,N,SA,A,N,N,N,N,D,A
178647,S900,Q08,0.668820833,1.188629092,1.2803279,,,,F,2,31-35,3,0,0,0,0,0,19,29,24,34,28,TRUE,D,A,N,SA,N,N,N,SA,D,D,D,N,A,SD,N,A,SA,N,A,D,D,N,N,N,A,N,N,A,N,N,A,D,D,A,A,D,N,A,SD,SA,D,N,N,A,N,D,SA,N,A,A,N,A,A,SD,N,D,N,D,D,A
178748,S500,Q04,0.768743904,1.288127046,1.46355766,,,,M,1,31-35,3,0,0,0,0,0,14,29,26,34,39,TRUE,N,N,A,SA,A,D,SA,SA,SD,SA,D,D,A,D,D,A,A,N,A,A,D,N,N,D,A,D,N,A,N,D,A,N,D,A,A,N,N,N,D,A,D,N,D,D,D,A,N,D,SA,SA,SD,SA,A,N,D,N,A,A,SD,SA
178849,S500,Q06,0.814828521,1.304292305,1.465340744,,,,M,1,22-25,1,0,0,0,0,0,18,29,26,28,27,TRUE,A,A,A,A,N,N,A,D,A,D,D,N,A,D,D,D,A,D,A,A,D,A,A,A,D,N,A,A,D,D,A,D,A,A,A,D,D,A,D,N,D,D,D,A,A,D,A,D,A,A,D,A,A,D,N,D,D,A,D,A
178950,Q3,Q04,0.804451808,1.337225601,1.507162745,,,,M,1,31-35,3,0,0,0,0,0,28,18,27,26,36,TRUE,D,SD,A,A,A,A,N,SA,D,A,A,A,A,A,D,D,N,SD,A,A,N,D,A,A,A,A,A,N,A,D,D,N,D,A,A,D,D,SD,D,A,N,A,D,A,D,D,A,D,A,A,SD,SA,A,SD,D,N,SA,N,SD,A
179245,S900,Q10,0.603871407,1.023292151,1.150062392,,,,F,2,31-35,3,0,0,0,0,0,27,28,16,32,35,TRUE,SD,D,N,SA,A,SD,A,SA,SD,N,SA,N,D,SD,A,D,A,D,N,SA,D,D,A,N,A,N,A,N,SA,A,A,D,N,SA,A,SA,A,A,SD,SA,A,D,N,A,SD,D,SA,SA,SA,SA,D,A,D,N,D,D,D,D,D,A
179346,S500,Q06,0.700885121,1.155315011,1.221015229,,,,F,2,26-30,2,0,0,0,0,0,5,34,21,41,43,TRUE,A,A,A,SA,SA,SD,SA,SA,SD,A,SD,A,N,SD,D,SA,A,D,N,A,D,N,N,SD,A,SD,D,N,D,SD,A,A,N,A,SA,SD,SA,A,SD,SA,SD,D,D,SD,D,A,A,D,SA,SA,SD,A,N,SD,SD,D,N,N,D,SA
179548,S500,Q05,0.627343028,0.975202757,1.086295053,,,,F,2,26-30,2,0,0,0,0,0,24,34,41,37,36,TRUE,SD,N,SD,SA,N,D,A,A,SD,D,N,SA,SA,SD,SD,D,SA,SD,SA,SA,D,N,SD,D,A,D,SD,N,A,A,SD,A,SD,A,SA,SD,SA,SD,SD,SA,N,SD,SA,D,D,SD,SA,SD,SA,A,SD,SA,SA,D,D,N,SA,N,SD,SA
179952,S900,Q06,0.638105434,1.076586422,1.203283869,,,,F,2,26-30,2,0,0,0,0,0,20,30,22,36,44,TRUE,N,D,SD,SA,SA,N,N,SA,SD,SA,D,A,D,SD,N,SD,SA,SD,SA,A,SD,D,N,N,A,SD,N,SD,A,SD,D,N,D,A,SA,N,SA,N,SD,SA,N,SD,D,SD,SD,SD,N,N,SA,SA,SD,A,N,N,SD,SD,SD,D,SD,SA
180129,S500,Q06,0.692277023,1.089983279,1.22857081,,,,F,2,26-30,2,0,0,1,0,1,43,18,22,14,34,TRUE,SD,SD,SA,SA,SA,A,N,SA,SA,SA,SA,N,N,SA,N,SD,N,N,N,SA,SA,SA,N,SA,SA,SA,SA,SA,SA,SA,SD,SD,SD,SD,SA,SA,N,SD,SA,SA,SA,N,N,SA,SA,SA,SA,N,SA,SA,SA,SD,SD,SA,SA,SA,SA,SD,SA,SA
