Subject,Release,Acquisition,GMV,WBV,ICV,,,,Gender,GenderTag,Age,AgeTag,over 36,FFI data,Tau reject,SD reject,age_tau_sd reject,NEOFAC_N,NEOFAC_E,NEOFAC_O,NEOFAC_A,NEOFAC_C,NEO-FFI_Compl,NEORAW_01,NEORAW_02,NEORAW_03,NEORAW_04,NEORAW_05,NEORAW_06,NEORAW_07,NEORAW_08,NEORAW_09,NEORAW_10,NEORAW_11,NEORAW_12,NEORAW_13,NEORAW_14,NEORAW_15,NEORAW_16,NEORAW_17,NEORAW_18,NEORAW_19,NEORAW_20,NEORAW_21,NEORAW_22,NEORAW_23,NEORAW_24,NEORAW_25,NEORAW_26,NEORAW_27,NEORAW_28,NEORAW_29,NEORAW_30,NEORAW_31,NEORAW_32,NEORAW_33,NEORAW_34,NEORAW_35,NEORAW_36,NEORAW_37,NEORAW_38,NEORAW_39,NEORAW_40,NEORAW_41,NEORAW_42,NEORAW_43,NEORAW_44,NEORAW_45,NEORAW_46,NEORAW_47,NEORAW_48,NEORAW_49,NEORAW_50,NEORAW_51,NEORAW_52,NEORAW_53,NEORAW_54,NEORAW_55,NEORAW_56,NEORAW_57,NEORAW_58,NEORAW_59,NEORAW_60
663755,S900,Q11,0.792491498,1.327719594,1.525885495,,,,F,2,22-25,1,0,0,0,0,0,15,40,28,33,33,TRUE,N,A,A,SA,A,N,SA,A,N,D,D,N,SA,SD,N,A,SA,SD,SD,A,A,A,A,N,N,SD,N,A,D,D,N,SA,N,SA,SA,D,SA,N,SD,A,D,SD,D,N,D,A,A,D,A,A,SD,SA,A,D,D,D,D,A,N,A
664757,S900,Q11,0.7763406,1.238851405,1.414426661,,,,M,1,26-30,2,0,0,0,0,0,13,36,22,28,35,TRUE,SA,A,A,A,A,D,A,A,D,A,D,A,N,D,N,A,A,D,D,A,D,SA,A,N,A,D,N,A,A,D,A,A,N,A,A,D,A,A,D,A,D,D,SD,N,D,SD,A,D,A,A,SD,SA,N,A,D,D,SD,A,A,A
665254,Q1,Q01,0.712312847,1.151339014,1.294896945,,,,F,2,31-35,3,0,0,0,0,0,24,34,27,29,36,TRUE,D,D,A,SA,A,N,A,A,D,A,N,D,A,D,N,A,SA,D,A,A,A,N,A,D,A,D,D,A,A,D,SD,D,D,A,A,N,A,D,D,A,A,D,D,SA,D,A,SA,N,A,A,D,SA,A,D,D,D,D,A,SD,SA
667056,S900,Q10,0.672312902,1.071651304,1.197607461,,,,M,1,22-25,1,0,0,0,0,0,23,24,27,28,34,TRUE,N,D,N,A,A,N,A,A,D,A,A,N,N,D,A,N,N,D,A,A,D,N,N,A,A,N,A,N,N,D,N,N,D,A,A,N,N,N,D,A,D,N,N,N,D,N,N,D,A,A,D,A,A,A,D,A,N,N,D,A
668361,S900,Q09,0.658778673,1.053120701,1.245243128,,,,M,1,31-35,3,0,0,0,0,0,15,29,27,31,43,TRUE,D,N,A,A,SA,D,N,SA,D,A,D,N,N,SD,SD,N,A,D,SD,A,N,A,D,N,A,D,A,D,N,D,A,N,D,A,A,N,N,SD,SD,SA,D,D,A,A,SD,A,A,N,SA,SA,SD,A,A,D,SD,SD,D,N,N,SA
671855,S900,Q09,0.765608496,1.219797604,1.393795045,,,,M,1,26-30,2,0,0,0,0,0,13,36,32,33,31,TRUE,D,N,D,N,D,SD,A,A,SD,A,D,D,N,D,SD,A,A,SD,A,A,D,A,A,A,N,D,D,N,D,N,D,N,SD,A,A,D,A,D,N,A,D,D,D,D,A,A,SA,D,A,A,SD,A,SA,D,D,SD,SD,SA,A,A
672756,Q1,Q01,0.736620312,1.232440361,1.378306062,,,,M,1,31-35,3,0,0,0,0,0,17,22,24,31,29,TRUE,D,D,N,A,N,D,N,A,D,A,D,N,N,D,N,A,D,D,N,A,N,A,A,D,N,D,A,D,A,D,A,D,N,A,N,N,N,D,D,A,D,N,D,D,N,N,N,D,A,N,D,N,N,D,D,D,D,A,D,N
673455,S500,Q06,0.734369064,1.168965277,1.372528323,,,,F,2,31-35,3,0,0,0,0,0,5,29,26,39,48,TRUE,D,SD,A,SA,SA,SD,SA,SA,SD,SA,D,SD,A,SD,SD,A,N,D,A,SA,SD,N,D,SD,SA,SD,A,A,SD,SD,SA,D,D,SA,SA,SD,A,A,SD,SA,SD,SD,A,A,SD,SA,N,A,SA,SA,SD,A,SA,D,SD,SD,D,D,SD,SA
675661,S1200,Q12,0.759791569,1.235050931,1.442366141,,,,M,1,31-35,3,0,0,0,0,0,31,25,30,22,30,TRUE,D,N,A,N,A,N,N,A,N,N,A,N,A,N,D,N,A,D,N,A,N,A,D,N,A,A,A,A,A,A,N,N,N,N,A,A,N,N,N,A,A,N,A,A,A,N,A,D,A,A,A,N,A,N,N,A,A,A,D,A
677766,S900,Q09,0.732189046,1.188262956,1.363792141,,,,M,1,26-30,2,0,0,1,0,1,37,24,20,17,20,TRUE,SD,SD,A,D,N,A,SA,SA,A,N,D,N,SD,SA,SA,A,A,SD,SA,A,SA,SA,SA,A,SD,A,A,D,A,A,SD,SD,D,D,N,A,D,A,SA,N,A,N,SD,SA,SA,SD,A,D,A,A,SA,D,SA,A,A,A,D,A,SA,SA
677968,Q2,Q03,0.706853617,1.121384825,1.261759969,,,,F,2,31-35,3,0,0,0,0,0,16,37,24,36,30,TRUE,D,A,N,SA,N,D,SA,A,D,N,N,SD,D,SD,N,A,A,N,SA,A,N,A,D,D,A,SD,N,N,D,A,A,N,D,A,A,D,A,N,SD,A,D,N,N,A,N,D,SA,A,A,A,D,A,A,SD,N,SD,SD,N,SD,SA
679568,S500,Q06,0.650799356,1.058373015,1.212581,,,,F,2,26-30,2,0,0,0,0,0,28,21,32,40,27,TRUE,D,D,D,SA,A,N,A,A,SD,D,A,N,SA,SD,N,N,D,SD,SA,A,N,D,A,N,D,N,A,D,D,N,D,D,D,A,A,D,N,D,SD,A,N,D,N,D,A,N,N,SD,SA,A,A,A,A,SD,D,A,A,A,D,N
679770,S900,Q09,0.729259845,1.241544556,1.437150139,,,,M,1,26-30,2,0,0,0,0,0,13,30,28,31,33,TRUE,N,D,N,SA,A,N,N,A,D,A,D,D,SD,SD,N,SA,SA,D,A,A,D,N,SA,A,A,SD,A,SA,A,N,A,A,D,A,A,SD,A,SD,D,N,D,D,SD,N,D,SD,A,SD,A,A,D,A,A,D,D,SD,N,SA,D,A
680250,S900,Q08,0.631297734,1.054571413,1.209028008,,,,F,2,22-25,1,0,0,0,0,0,25,35,37,28,26,TRUE,A,A,SD,A,N,A,SA,A,D,N,A,SD,SA,N,N,D,A,SD,D,A,D,A,D,A,A,A,D,A,D,N,D,A,D,A,A,D,A,D,SD,N,N,N,A,A,A,N,A,D,A,N,D,N,A,D,A,N,N,A,D,A
680452,S1200,Q13,0.745356956,1.249225097,1.45230596,,,,F,2,31-35,3,0,0,0,0,0,19,38,17,37,32,TRUE,D,SA,N,SA,A,D,SA,A,D,D,A,SD,N,SD,D,N,SA,N,SA,SA,D,A,SA,D,N,A,D,D,D,A,A,N,D,A,A,D,A,SA,SD,SA,D,N,SD,A,D,A,A,D,SA,A,D,A,N,D,A,D,D,D,D,SA
680957,Q3,Q03,0.663345007,1.122158849,1.26478287,,,,F,2,26-30,2,0,0,0,0,0,9,36,32,33,41,TRUE,A,N,N,SA,SA,D,N,A,SD,A,D,D,A,D,N,N,SA,D,D,A,D,A,D,D,SA,SD,D,A,N,SD,SA,A,D,SA,SA,D,SA,A,D,SA,SD,N,SA,N,D,A,A,D,SA,A,D,A,SA,N,D,SD,SD,N,D,SA
683256,S500,Q04,0.735843569,1.159561213,1.299234588,,,,F,2,26-30,2,0,0,0,0,0,8,34,25,32,36,TRUE,D,A,D,A,A,D,SA,A,SD,SA,D,D,A,SD,D,A,SA,D,D,A,SD,SA,A,A,D,D,SD,D,D,A,SA,SD,SD,A,A,SD,A,A,SD,SA,SD,SD,A,A,SD,A,D,A,SA,A,SD,D,A,D,SD,SD,D,D,D,A
685058,Q1,Q02,0.870707503,1.403911152,1.558872443,,,,M,1,31-35,3,0,0,0,0,0,12,38,27,30,30,TRUE,A,D,A,SA,A,D,SA,A,D,A,D,SD,A,D,D,N,N,D,A,A,D,SA,D,A,N,D,A,SA,A,D,A,N,D,A,A,D,SA,SA,N,D,D,SD,D,A,A,A,SA,SD,SA,N,SD,SA,A,SD,D,D,SD,D,D,A
686969,S900,Q11,0.863019338,1.409201286,1.587016809,,,,M,1,22-25,1,0,0,0,0,0,18,35,20,29,31,TRUE,N,A,A,A,N,D,A,A,N,A,A,D,N,D,N,A,A,N,A,A,N,A,A,N,N,SD,N,A,A,N,N,N,N,A,A,N,A,A,D,A,D,SD,N,N,D,A,A,N,A,A,D,A,N,D,N,N,D,D,D,A
687163,S500,Q06,0.800067376,1.308711632,1.487184416,,,,M,1,22-25,1,0,0,0,0,0,13,40,42,29,35,TRUE,N,A,SD,SA,N,SD,SA,A,N,A,D,A,SA,D,N,A,SA,SD,A,A,D,A,SD,N,A,D,A,SA,A,D,A,SA,SD,SA,SA,N,SA,A,A,A,D,SD,SA,SA,A,A,SA,SD,SA,SA,SD,SA,SA,D,D,N,SD,SA,N,SA
688569,S1200,Q02,0.796814074,1.272072857,1.429123825,,,,F,2,26-30,2,0,0,0,0,0,32,21,18,32,42,TRUE,D,D,N,A,SA,A,A,SA,D,SA,SA,D,N,D,SD,SD,A,D,A,SA,D,D,SA,A,A,A,A,D,N,A,SD,D,D,A,SA,A,N,N,SD,SA,A,A,D,N,D,D,D,A,SA,SA,SD,N,N,D,SD,D,N,D,D,A
689470,S1200,Q12,0.795183367,1.330114052,1.50398875,,,,M,1,36+,4,1,0,0,0,1,34,27,38,30,26,TRUE,SD,N,N,SA,N,A,SA,A,A,N,A,N,SA,D,SA,D,A,SD,A,A,N,N,SD,N,SD,A,A,A,N,A,SD,N,N,A,N,N,A,SD,D,A,SA,N,A,A,D,N,N,SD,SA,SA,D,N,SA,N,N,A,N,A,N,SA
690152,S500,Q05,0.843050469,1.362426043,1.551388213,,,,M,1,26-30,2,0,0,0,0,0,16,32,40,37,39,TRUE,A,N,A,SA,A,D,A,A,SD,A,N,D,SA,D,D,D,A,SD,SA,A,D,SA,SD,D,A,D,N,A,SD,D,A,D,SD,A,A,D,A,SD,D,SA,D,D,SA,D,SD,D,A,SD,SA,A,SD,A,SA,N,D,D,N,A,SD,SA
692964,S1200,Q12,0.873446198,1.431555217,1.558543229,,,,M,1,22-25,1,0,0,0,0,0,28,38,33,25,35,TRUE,SD,N,SD,A,D,N,SA,A,A,A,A,SD,A,SD,N,D,A,SD,N,A,A,N,N,SA,A,A,A,A,A,SD,A,SA,A,A,SA,A,SA,SD,A,N,N,SD,N,A,D,D,A,SD,SA,SA,SD,SA,N,D,N,D,D,A,N,SA
693461,S900,Q08,0.747279084,1.231650726,1.366361881,,,,F,2,31-35,3,0,0,0,0,0,16,35,22,35,30,TRUE,D,A,N,A,A,A,A,N,D,A,N,D,D,D,N,A,A,D,SA,N,D,A,D,D,N,SD,N,A,D,A,A,A,A,A,N,D,A,A,D,A,D,D,A,D,D,A,A,A,A,A,D,A,N,D,D,D,D,SD,D,A
693764,S900,Q11,0.813149573,1.377195499,1.584273545,,,,M,1,31-35,3,0,0,0,0,0,21,28,29,31,31,TRUE,N,N,N,SA,N,N,N,A,D,A,N,N,N,N,N,N,A,D,A,A,D,N,A,N,N,D,N,N,N,N,N,N,D,A,A,N,A,D,N,A,N,D,N,D,D,N,N,SD,SA,A,N,A,A,N,N,D,N,A,D,A
694362,S1200,Q13,0.774966667,1.198688254,1.324137557,,,,F,2,22-25,1,0,0,0,0,0,22,32,26,33,37,TRUE,D,A,D,SA,A,A,A,SA,D,N,A,A,A,SD,N,D,SA,SD,A,A,D,N,A,D,A,A,N,N,A,D,A,A,D,A,SA,D,A,SA,D,A,SD,SD,D,SD,SD,N,D,D,SA,A,D,A,A,A,D,D,D,A,SD,SA
695768,S500,Q06,0.69239035,1.105841823,1.271966742,,,,M,1,26-30,2,0,0,0,0,0,16,32,26,30,35,TRUE,A,A,A,A,A,N,SA,A,D,A,N,D,A,D,N,A,A,D,A,A,D,A,N,N,A,D,N,A,A,D,A,N,A,A,A,N,A,A,D,A,N,D,N,N,D,D,D,D,A,A,SD,A,A,D,D,SD,N,A,D,A
698168,S1200,Q12,0.752566894,1.312752741,1.490218446,,,,M,1,22-25,1,0,0,0,0,0,23,38,39,39,28,TRUE,SA,A,D,A,A,N,SA,A,SD,D,A,SD,SA,SD,A,N,SA,SD,A,A,D,A,N,D,A,A,D,A,SD,D,A,N,SD,A,A,D,A,N,SD,N,A,SD,SA,D,A,A,A,SD,SA,A,A,SA,SA,SD,D,A,A,SA,SD,N
700634,S900,Q10,0.878133277,1.464260315,1.668356667,,,,M,1,26-30,2,0,0,0,0,0,14,30,36,28,36,TRUE,A,A,D,A,A,D,A,A,N,A,N,N,A,D,D,A,N,D,D,A,D,A,D,N,A,D,N,SA,D,D,A,A,SD,SA,A,N,A,D,N,A,D,D,A,N,D,A,N,D,A,A,D,N,A,N,D,D,N,A,D,A
701535,S1200,Q13,0.733316849,1.19384778,1.32275943,,,,F,2,31-35,3,0,0,0,0,0,7,35,28,32,35,TRUE,A,A,N,A,A,D,SA,A,SD,A,SD,D,N,SD,D,SA,A,D,A,A,SD,A,N,N,N,SD,N,A,A,D,A,D,SD,SA,A,D,SA,N,D,A,D,D,N,A,N,A,A,SD,SA,A,D,SA,N,D,SD,SD,N,D,SD,A
702133,Q2,Q02,0.702483245,1.140411634,1.285456211,,,,F,2,31-35,3,0,0,0,0,0,18,37,23,42,29,TRUE,SA,A,N,SA,A,N,SA,A,SD,N,SA,D,N,SD,SA,N,SA,D,SA,A,D,A,N,SD,A,N,D,D,SD,N,D,D,D,SA,A,SD,A,N,SD,A,N,D,N,N,N,A,SA,N,SA,A,D,A,N,SD,N,SD,D,D,SD,A
704238,Q3,Q03,0.717401661,1.150617383,1.347158299,,,,M,1,26-30,2,0,0,0,0,0,18,23,38,29,31,TRUE,A,N,D,A,D,D,A,A,SD,A,D,D,SA,A,D,N,A,SD,SA,SA,D,N,SD,A,N,D,A,N,D,D,N,N,SD,N,A,D,N,N,D,A,N,A,A,A,N,N,D,SD,A,N,D,D,A,D,D,A,N,SA,D,N
705341,Q3,Q03,0.757399571,1.254404378,1.440743953,,,,M,1,31-35,3,0,0,0,0,0,17,32,34,33,36,TRUE,D,A,D,SA,A,D,A,A,D,A,D,D,A,D,D,N,N,SD,A,A,D,A,D,N,A,D,SD,A,A,D,A,D,D,A,A,D,N,D,D,A,D,D,A,N,D,A,A,D,A,A,D,N,A,D,D,A,D,N,A,A
706040,S900,Q08,0.607710232,0.974437872,1.105410131,,,,F,2,22-25,1,0,0,0,0,0,22,21,20,27,30,TRUE,D,D,A,A,A,D,A,A,D,A,D,N,A,A,A,A,N,N,A,A,D,D,N,N,A,D,SA,D,SA,D,D,D,D,A,N,D,A,D,D,A,A,N,D,A,A,D,N,A,SA,A,D,A,D,D,D,A,A,D,D,N
707749,S900,Q07,0.731095401,1.176128466,1.331514697,,,,M,1,31-35,3,0,0,0,0,0,31,32,23,27,29,TRUE,D,A,N,A,A,D,A,A,N,D,SA,N,A,N,N,D,SA,D,D,N,A,A,A,D,N,A,A,D,SA,D,D,N,A,A,A,A,A,N,SD,A,A,D,D,A,A,A,N,D,SA,A,D,A,A,D,N,A,D,N,D,SA
709551,S500,Q06,0.74216251,1.255397023,1.400928322,,,,F,2,31-35,3,0,0,0,0,0,3,40,33,38,41,TRUE,SA,A,D,SA,A,SD,SA,A,SD,A,D,D,A,SD,D,A,SA,SD,N,SA,SD,A,D,SD,SA,SD,D,A,SD,D,SA,N,D,SA,SA,SD,SA,SA,SD,A,SD,SD,A,N,SD,A,A,D,SA,A,SD,SA,SA,N,D,SD,D,A,SD,SA
713239,Q3,Q03,0.590649628,0.931548577,1.027769244,,,,F,2,26-30,2,0,0,0,0,0,16,30,34,24,29,TRUE,A,A,D,A,D,N,SA,SA,SD,N,N,N,N,A,D,A,SA,SD,D,A,SD,SA,D,A,A,D,N,SA,D,SA,A,SD,D,N,SA,N,N,N,A,SA,SD,N,N,A,D,N,D,SD,A,N,D,N,A,N,A,A,SD,SA,N,A
715041,S500,Q06,0.595842589,0.977168952,1.086427177,,,,F,2,31-35,3,0,0,0,0,0,18,37,30,34,44,TRUE,SD,N,SD,SA,SA,N,SA,SA,SD,A,N,SD,A,SD,N,SD,SA,D,A,A,SD,D,D,SD,SA,SD,A,N,SA,SD,SD,A,D,SA,SA,D,SA,A,SD,SA,D,SD,A,A,SD,SA,N,N,SA,SA,SD,SA,A,A,SD,SD,SD,A,D,SA
715647,Q3,Q03,0.771674429,1.2738842,1.446388103,,,,F,2,31-35,3,0,0,0,0,0,4,45,31,38,41,TRUE,A,SA,A,SA,A,SD,SA,N,SD,A,D,D,A,D,D,A,SA,SD,N,A,SD,A,N,N,A,SD,SD,A,D,D,A,A,D,SA,SA,SD,SA,A,SD,SA,SD,SD,D,D,SD,SA,SA,SD,SA,SA,SD,SA,SA,SD,D,SD,SD,A,D,SA
715950,MEG2,Q07,0.709990383,1.135053209,1.301803491,,,,F,2,26-30,2,0,0,0,0,0,14,36,22,29,32,TRUE,D,N,A,N,A,D,A,N,D,A,A,A,SD,D,N,SA,SA,D,A,A,D,A,A,N,N,SD,SD,N,A,D,N,A,D,A,N,D,A,D,D,A,D,D,D,N,D,A,A,A,A,A,D,SA,A,D,D,SD,D,N,D,N
720337,S900,Q07,0.744722506,1.209082716,1.377468791,,,,M,1,22-25,1,0,0,0,0,0,5,24,25,28,43,TRUE,A,D,N,SA,SA,SD,A,SA,N,SA,SD,SD,D,SD,SD,SA,N,D,A,SA,SD,A,SA,N,D,D,SA,D,A,SD,A,D,N,SA,SA,D,D,SD,SA,A,SD,N,SD,A,D,A,N,SD,SA,SA,SD,N,SA,D,SD,SD,D,SA,SD,SA
723141,S1200,Q12,0.729193384,1.213011548,1.431029128,,,,M,1,31-35,3,0,0,0,0,0,31,29,39,35,36,TRUE,SD,A,A,A,A,N,A,D,SD,A,A,N,A,D,D,A,N,SD,A,SA,A,D,SD,A,A,A,A,A,D,A,SD,N,D,A,A,D,N,D,D,A,A,N,A,D,D,A,SA,SD,A,A,A,SA,SA,D,D,A,D,SA,A,SA
724446,S900,Q11,0.827276387,1.33166072,1.521234443,,,,M,1,22-25,1,0,0,0,0,0,15,36,28,32,35,TRUE,N,A,D,A,N,SD,A,SA,D,A,D,D,A,D,D,A,SA,D,SA,A,N,A,D,N,A,SD,N,N,N,D,N,A,N,A,A,A,A,SA,SD,A,D,SD,A,N,D,A,N,D,A,A,D,A,A,N,D,D,D,A,D,A
725751,S900,Q05,0.813858485,1.279577444,1.444761267,,,,M,1,26-30,2,0,0,0,0,0,9,38,30,31,40,TRUE,N,N,N,A,A,SD,SA,SA,SD,SA,N,N,SA,SD,N,SA,A,N,SA,SA,N,A,D,N,A,SD,D,A,A,SD,SA,N,D,A,A,N,A,N,N,SA,SD,SD,A,N,D,SA,SA,N,A,A,D,SA,A,SA,SD,SD,SD,A,A,A
727553,S900,Q07,0.777736544,1.275794897,1.453200409,,,,F,2,26-30,2,0,0,0,0,0,21,35,36,32,23,TRUE,D,SD,D,SA,SA,SD,SA,SA,N,D,D,D,D,SD,A,N,SA,SD,A,N,A,SA,SD,N,D,SD,D,A,N,SA,D,A,D,SA,A,N,SA,SD,D,D,N,D,A,A,A,N,A,SD,SA,A,N,A,SA,SA,SD,D,A,A,A,N
727654,S900,Q03,0.643455204,1.047401589,1.223973998,,,,F,2,22-25,1,0,0,0,0,0,23,31,22,30,35,TRUE,SD,D,D,A,D,D,A,SA,D,A,D,A,N,D,D,A,A,D,D,A,A,A,A,D,A,N,D,A,D,D,SD,A,D,A,A,D,A,A,SD,A,D,D,D,A,D,D,N,A,A,A,D,A,A,A,D,D,D,D,N,SA
728454,S1200,Q12,0.818644621,1.297759276,1.538822876,,,,M,1,22-25,1,0,0,0,0,0,18,32,22,29,39,TRUE,D,N,N,A,SA,N,A,SA,D,A,A,N,D,N,D,A,A,D,A,A,D,A,A,N,A,D,N,A,A,D,N,N,D,A,SA,D,A,A,D,A,D,D,D,A,D,A,A,N,A,A,D,A,A,N,SD,D,D,N,A,A
729254,S500,Q05,0.700547519,1.104339468,1.267264154,,,,M,1,22-25,1,0,0,1,0,1,30,22,32,28,19,TRUE,D,N,D,A,A,A,D,N,D,D,A,N,A,D,A,D,N,N,A,D,N,N,D,A,N,A,N,A,A,A,D,D,D,A,D,N,N,N,N,D,N,N,A,N,A,D,N,D,A,N,N,N,A,N,D,D,N,N,N,N
729557,Q1,Q01,0.617501363,0.987325442,1.093187653,,,,F,2,22-25,1,0,0,0,0,0,29,30,37,29,36,TRUE,SD,SA,D,A,A,D,SA,A,D,D,D,D,SA,D,SD,D,A,D,A,A,A,D,D,D,D,D,D,A,SA,D,SD,SD,SD,A,A,D,A,SD,D,SA,A,D,A,SA,SD,D,D,D,SA,A,D,D,A,D,SD,SA,SD,A,D,A
731140,S900,Q11,0.697318235,1.127834352,1.263586923,,,,F,2,31-35,3,0,0,0,0,0,11,35,33,40,38,TRUE,D,A,D,SA,A,D,A,N,SD,A,D,D,A,SD,D,A,A,D,A,A,D,A,N,D,N,SD,D,A,SD,D,A,N,D,A,A,SD,A,D,SD,SA,SD,D,N,D,SD,A,A,D,A,SA,D,A,A,SD,D,D,D,A,D,A
732243,Q1,Q02,0.697613056,1.115840234,1.26249164,,,,F,2,31-35,3,0,0,0,0,0,17,20,22,42,38,TRUE,D,SD,A,SA,A,A,A,SA,SD,SA,A,D,N,SD,D,A,A,D,SA,SA,SD,SD,D,SD,D,D,D,A,SD,D,D,SD,D,A,A,SD,D,SA,SD,SA,D,D,N,D,SD,A,SD,D,SA,A,D,D,D,SD,D,SD,D,D,SD,A
733548,S900,Q02,0.649417377,1.071908298,1.237793302,,,,F,2,31-35,3,0,0,0,0,0,8,36,24,28,38,TRUE,A,N,N,SA,N,SD,A,SA,D,A,SD,D,N,D,D,SA,SA,SD,D,A,SD,SA,A,N,A,SD,N,D,D,D,A,N,N,A,SA,D,A,N,D,SA,D,D,D,A,D,SD,A,D,A,SA,SD,A,A,A,D,SD,SD,A,D,A
734045,Q2,Q03,0.773318594,1.223890428,1.399208509,,,,M,1,22-25,1,0,0,0,0,0,10,36,26,31,36,TRUE,A,SA,A,A,N,D,SA,A,D,SA,D,D,N,D,D,A,A,SD,A,A,D,A,N,D,SA,SD,D,A,N,D,A,N,N,A,A,D,A,A,D,SA,D,D,N,A,D,A,A,D,SA,A,D,A,A,A,A,SD,N,N,N,A
734247,S900,Q08,0.736105746,1.124560079,1.266270672,,,,F,2,31-35,3,0,1,NaN,NaN,1,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735148,S900,Q06,0.805051026,1.356642602,1.522361284,,,,M,1,22-25,1,0,0,0,0,0,14,39,24,20,35,TRUE,SA,N,D,SA,SA,D,SA,SA,N,A,D,D,A,A,D,D,SA,A,SD,N,D,SA,N,N,A,SD,D,SA,A,D,D,A,A,SD,SA,D,SA,SA,A,A,A,D,SD,A,A,SA,A,SD,SA,SA,D,SA,A,N,A,SD,N,A,N,SA
737960,S900,Q07,0.702970804,1.128400836,1.32750662,,,,F,2,22-25,1,0,0,0,0,0,38,34,43,37,28,TRUE,A,A,D,SA,A,A,A,N,SD,D,SA,SD,SA,SD,N,SD,A,SD,SA,A,A,SA,D,D,N,SA,N,SA,D,D,SD,A,SD,SA,A,A,A,SD,SD,A,A,D,SA,A,A,D,N,SD,SA,N,N,A,A,N,D,SA,A,SA,SD,N
742549,S500,Q06,0.80791069,1.371313102,1.587512379,,,,M,1,26-30,2,0,0,0,0,0,22,26,25,36,30,TRUE,D,N,D,A,SA,N,N,A,D,D,A,N,D,SD,D,N,N,SD,SA,A,A,N,SA,D,N,N,D,N,D,A,D,SD,SD,A,A,SD,N,SD,SD,A,D,N,SD,N,A,D,A,N,A,A,SD,A,N,D,D,SD,D,N,D,A
744553,S900,Q11,0.667333515,1.099715462,1.239067549,,,,F,2,31-35,3,0,0,0,0,0,3,47,28,41,44,TRUE,SA,SA,N,SA,SA,SD,SA,A,SD,A,D,D,N,SD,D,SA,SA,D,SA,SA,SD,SA,N,SD,SA,SD,SD,A,N,N,A,SA,N,SA,SA,SD,SA,N,SD,SA,SD,SD,N,SD,SD,SA,SA,D,SA,SA,D,SA,SA,D,SD,SD,SD,N,SD,SA
745555,Q3,Q04,0.584214708,0.96479638,1.158196477,,,,F,2,31-35,3,0,0,0,0,0,13,33,17,36,33,TRUE,A,A,N,SA,N,N,SA,A,SD,N,D,N,D,D,N,N,A,D,A,A,D,A,N,D,N,SD,D,D,D,N,A,D,A,A,A,D,A,SA,SD,SA,D,D,D,A,D,A,A,A,SA,A,SD,N,A,D,D,N,D,D,D,SA
748258,Q2,Q03,0.666883308,1.072467624,1.213947079,,,,F,2,22-25,1,0,0,0,0,0,14,36,25,30,32,TRUE,D,A,N,A,D,D,A,A,D,A,D,SD,A,D,D,A,SA,N,D,A,D,A,SA,D,N,SD,D,A,A,D,A,N,A,A,A,D,A,SD,SD,SA,D,D,D,A,D,A,N,D,SA,A,D,A,N,D,A,N,D,A,D,A
748662,S500,Q05,0.632200922,0.998640841,1.158607447,,,,F,2,31-35,3,0,0,0,0,0,16,34,25,37,25,TRUE,A,SA,N,A,SD,D,SA,A,SD,D,N,D,D,SD,A,A,A,D,N,A,D,A,N,D,N,D,D,A,D,D,N,D,D,A,A,D,A,D,SD,A,D,D,D,SD,D,A,A,N,A,A,D,D,N,SD,A,A,D,N,SD,N
749058,S900,Q11,0.913621296,1.422911814,1.617541621,,,,M,1,22-25,1,0,0,0,0,0,9,33,31,32,34,TRUE,D,A,N,A,N,D,N,A,SD,A,SD,SD,SA,D,N,A,SA,SD,A,A,D,A,SA,N,A,SD,N,A,N,N,A,N,N,A,SA,SD,A,D,N,A,SD,SD,D,N,D,A,N,SD,SA,A,D,N,SA,D,D,SD,N,A,D,A
749361,Q3,Q03,0.72119816,1.184638085,1.33563781,,,,F,2,26-30,2,0,0,0,0,0,20,23,30,36,26,TRUE,SD,N,N,SA,D,D,A,D,SD,N,A,A,N,D,N,D,N,D,A,A,D,N,SA,D,D,D,A,A,D,N,N,D,D,A,N,SD,D,D,D,N,D,D,N,D,D,N,A,D,A,A,D,A,A,D,N,D,A,A,D,A
751348,Q3,Q03,0.826286756,1.28847351,1.472755916,,,,M,1,26-30,2,0,0,0,0,0,12,38,41,24,28,TRUE,A,A,D,A,D,SD,A,N,A,N,N,D,SA,N,N,A,A,D,N,A,D,A,D,A,A,SD,D,A,A,A,A,A,SD,A,A,D,SA,SD,A,A,D,D,A,D,N,A,A,SD,A,A,SD,A,SA,A,A,A,SD,SA,A,SA
751550,S900,Q10,0.702910321,1.21112857,1.373655176,,,,F,2,26-30,2,0,0,0,0,0,11,26,24,39,32,TRUE,A,D,D,SA,N,D,A,A,SD,A,D,D,N,SD,D,A,N,D,SA,A,D,D,N,D,D,SD,A,D,D,D,A,D,D,A,A,D,A,A,SD,A,D,D,N,D,D,A,A,SD,A,A,D,N,D,SD,D,D,D,D,SD,N
753150,S900,Q10,0.809983128,1.319451791,1.485423964,,,,M,1,22-25,1,0,0,0,0,0,15,26,24,29,30,TRUE,N,N,N,A,N,D,A,A,D,D,D,N,N,SD,D,N,N,D,N,A,N,N,D,A,A,D,A,D,A,A,A,N,N,SA,A,D,N,N,SD,A,N,N,N,A,N,A,N,A,A,A,D,A,A,D,D,SD,D,N,SD,A
